Дата;Время начала;Время окончания;Ср. скор. отв.;Ср. время разговора
28.04.2017;12:30;13:00;;
28.04.2017;13:00;13:30;2;58
28.04.2017;13:30;14:00;2;41
28.04.2017;14:00;14:30;;
28.04.2017;14:30;15:00;;
28.04.2017;15:00;15:30;206;48
28.04.2017;15:30;16:00;203;37
28.04.2017;16:00;16:30;277;33
28.04.2017;16:30;17:00;192;36
28.04.2017;17:00;17:30;52;40
28.04.2017;17:30;18:00;;
28.04.2017;18:00;18:30;;
28.04.2017;18:30;19:00;178;59
28.04.2017;19:00;19:30;183;65
28.04.2017;19:30;20:00;294;158
28.04.2017;20:00;20:30;176;32
28.04.2017;20:30;21:00;;
28.04.2017;21:00;21:30;;
28.04.2017;21:30;22:00;;
28.04.2017;22:00;22:30;232;141
28.04.2017;22:30;23:00;;
28.04.2017;23:00;23:30;;
28.04.2017;23:30;0:00;;
29.04.2017;0:00;0:30;3;223
29.04.2017;0:30;1:00;;
29.04.2017;1:00;1:30;6;381
29.04.2017;1:30;2:00;;
29.04.2017;2:00;2:30;11;114
29.04.2017;2:30;3:00;9;108
29.04.2017;3:00;3:30;;
29.04.2017;3:30;4:00;;
29.04.2017;4:00;4:30;15;103
29.04.2017;4:30;5:00;14;174
29.04.2017;5:00;5:30;10;76
29.04.2017;5:30;6:00;11;425
29.04.2017;6:00;6:30;26;145
29.04.2017;6:30;7:00;14;210
29.04.2017;7:00;7:30;7;99
29.04.2017;7:30;8:00;22;108
29.04.2017;8:00;8:30;28;108
29.04.2017;8:30;9:00;17;74
29.04.2017;9:00;9:30;235;141
29.04.2017;9:30;10:00;123;120
29.04.2017;10:00;10:30;108;132
29.04.2017;10:30;11:00;113;117
29.04.2017;11:00;11:30;28;111
29.04.2017;11:30;12:00;61;108
29.04.2017;12:00;12:30;14;85
29.04.2017;12:30;13:00;28;111
29.04.2017;13:00;13:30;41;126
29.04.2017;13:30;14:00;64;107
29.04.2017;14:00;14:30;14;129
29.04.2017;14:30;15:00;10;107
29.04.2017;15:00;15:30;22;82
29.04.2017;15:30;16:00;34;122
29.04.2017;16:00;16:30;6;96
29.04.2017;16:30;17:00;151;127
29.04.2017;17:00;17:30;42;85
29.04.2017;17:30;18:00;30;108
29.04.2017;18:00;18:30;7;100
29.04.2017;18:30;19:00;6;119
29.04.2017;19:00;19:30;10;68
29.04.2017;19:30;20:00;8;124
29.04.2017;20:00;20:30;10;129
29.04.2017;20:30;21:00;39;183
29.04.2017;21:00;21:30;10;88
29.04.2017;21:30;22:00;17;99
29.04.2017;22:00;22:30;17;125
29.04.2017;22:30;23:00;5;147
29.04.2017;23:00;23:30;19;83
29.04.2017;23:30;0:00;13;102
29.04.2017;0:00;0:30;;
29.04.2017;0:30;1:00;;
29.04.2017;1:00;1:30;;
29.04.2017;1:30;2:00;;
29.04.2017;2:00;2:30;;
29.04.2017;2:30;3:00;;
29.04.2017;3:00;3:30;;
29.04.2017;3:30;4:00;;
29.04.2017;4:00;4:30;;
29.04.2017;4:30;5:00;;
29.04.2017;5:00;5:30;;
29.04.2017;5:30;6:00;;
29.04.2017;6:00;6:30;;
29.04.2017;6:30;7:00;;
29.04.2017;7:00;7:30;;
29.04.2017;7:30;8:00;;
29.04.2017;8:00;8:30;14;137
29.04.2017;8:30;9:00;3;83
29.04.2017;9:00;9:30;19;79
29.04.2017;9:30;10:00;4;95
29.04.2017;10:00;10:30;12;203
29.04.2017;10:30;11:00;;
29.04.2017;11:00;11:30;13;138
29.04.2017;11:30;12:00;;
29.04.2017;12:00;12:30;11;31
29.04.2017;12:30;13:00;;
29.04.2017;13:00;13:30;6;98
29.04.2017;13:30;14:00;81;125
29.04.2017;14:00;14:30;5;83
29.04.2017;14:30;15:00;3;127
29.04.2017;15:00;15:30;12;96
29.04.2017;15:30;16:00;7;116
29.04.2017;16:00;16:30;;
29.04.2017;16:30;17:00;20;128
29.04.2017;17:00;17:30;;
29.04.2017;17:30;18:00;;
29.04.2017;18:00;18:30;;
29.04.2017;18:30;19:00;;
29.04.2017;19:00;19:30;;
29.04.2017;19:30;20:00;;
29.04.2017;20:00;20:30;;
29.04.2017;20:30;21:00;;
29.04.2017;21:00;21:30;;
29.04.2017;21:30;22:00;18;195
29.04.2017;22:00;22:30;;
29.04.2017;22:30;23:00;;
29.04.2017;23:00;23:30;;
29.04.2017;23:30;0:00;;
29.04.2017;0:00;0:30;;
29.04.2017;0:30;1:00;;
29.04.2017;1:00;1:30;;
29.04.2017;1:30;2:00;;
29.04.2017;2:00;2:30;;
29.04.2017;2:30;3:00;;
29.04.2017;3:00;3:30;;
29.04.2017;3:30;4:00;;
29.04.2017;4:00;4:30;;
29.04.2017;4:30;5:00;;
29.04.2017;5:00;5:30;;
29.04.2017;5:30;6:00;;
29.04.2017;6:00;6:30;;
29.04.2017;6:30;7:00;;
29.04.2017;7:00;7:30;;
29.04.2017;7:30;8:00;;
29.04.2017;8:00;8:30;16;50
29.04.2017;8:30;9:00;6;155
29.04.2017;9:00;9:30;;
29.04.2017;9:30;10:00;;
29.04.2017;10:00;10:30;49;33
29.04.2017;10:30;11:00;84;66
29.04.2017;11:00;11:30;64;75
29.04.2017;11:30;12:00;;
29.04.2017;12:00;12:30;9;85
29.04.2017;12:30;13:00;;
29.04.2017;13:00;13:30;;
29.04.2017;13:30;14:00;55;79
29.04.2017;14:00;14:30;4;35
29.04.2017;14:30;15:00;;
29.04.2017;15:00;15:30;28;154
29.04.2017;15:30;16:00;;
29.04.2017;16:00;16:30;17;44
29.04.2017;16:30;17:00;;
29.04.2017;17:00;17:30;;
29.04.2017;17:30;18:00;22;27
29.04.2017;18:00;18:30;;
29.04.2017;18:30;19:00;;
29.04.2017;19:00;19:30;;
29.04.2017;19:30;20:00;;
29.04.2017;20:00;20:30;;
29.04.2017;20:30;21:00;;
29.04.2017;21:00;21:30;;
29.04.2017;21:30;22:00;75;68
29.04.2017;22:00;22:30;;
29.04.2017;22:30;23:00;;
29.04.2017;23:00;23:30;;
29.04.2017;23:30;0:00;;
30.04.2017;0:00;0:30;10;339
30.04.2017;0:30;1:00;13;58
30.04.2017;1:00;1:30;;
30.04.2017;1:30;2:00;;
30.04.2017;2:00;2:30;18;100
30.04.2017;2:30;3:00;10;17
30.04.2017;3:00;3:30;;
30.04.2017;3:30;4:00;;
30.04.2017;4:00;4:30;23;188
30.04.2017;4:30;5:00;;
30.04.2017;5:00;5:30;;
30.04.2017;5:30;6:00;20;123
30.04.2017;6:00;6:30;21;155
30.04.2017;6:30;7:00;11;92
30.04.2017;7:00;7:30;12;81
30.04.2017;7:30;8:00;11;63
30.04.2017;8:00;8:30;24;136
30.04.2017;8:30;9:00;13;108
30.04.2017;9:00;9:30;5;76
30.04.2017;9:30;10:00;19;76
30.04.2017;10:00;10:30;28;163
30.04.2017;10:30;11:00;95;147
30.04.2017;11:00;11:30;104;146
30.04.2017;11:30;12:00;218;107
30.04.2017;12:00;12:30;31;89
30.04.2017;12:30;13:00;33;84
30.04.2017;13:00;13:30;25;95
30.04.2017;13:30;14:00;14;88
30.04.2017;14:00;14:30;19;144
30.04.2017;14:30;15:00;23;103
30.04.2017;15:00;15:30;12;85
30.04.2017;15:30;16:00;26;109
30.04.2017;16:00;16:30;19;133
30.04.2017;16:30;17:00;142;110
30.04.2017;17:00;17:30;10;97
30.04.2017;17:30;18:00;72;120
30.04.2017;18:00;18:30;31;143
30.04.2017;18:30;19:00;6;137
30.04.2017;19:00;19:30;19;97
30.04.2017;19:30;20:00;39;133
30.04.2017;20:00;20:30;144;143
30.04.2017;20:30;21:00;28;178
30.04.2017;21:00;21:30;55;134
30.04.2017;21:30;22:00;25;112
30.04.2017;22:00;22:30;16;114
30.04.2017;22:30;23:00;7;92
30.04.2017;23:00;23:30;40;116
30.04.2017;23:30;0:00;7;251
30.04.2017;0:00;0:30;;
30.04.2017;0:30;1:00;;
30.04.2017;1:00;1:30;;
30.04.2017;1:30;2:00;;
30.04.2017;2:00;2:30;;
30.04.2017;2:30;3:00;;
30.04.2017;3:00;3:30;;
30.04.2017;3:30;4:00;;
30.04.2017;4:00;4:30;;
30.04.2017;4:30;5:00;;
30.04.2017;5:00;5:30;;
30.04.2017;5:30;6:00;;
30.04.2017;6:00;6:30;;
30.04.2017;6:30;7:00;;
30.04.2017;7:00;7:30;;
30.04.2017;7:30;8:00;7;146
30.04.2017;8:00;8:30;6;85
30.04.2017;8:30;9:00;;
30.04.2017;9:00;9:30;8;98
30.04.2017;9:30;10:00;33;62
30.04.2017;10:00;10:30;;
30.04.2017;10:30;11:00;60;35
30.04.2017;11:00;11:30;;
30.04.2017;11:30;12:00;;
30.04.2017;12:00;12:30;;
30.04.2017;12:30;13:00;4;101
30.04.2017;13:00;13:30;;
30.04.2017;13:30;14:00;;
30.04.2017;14:00;14:30;5;38
30.04.2017;14:30;15:00;22;37
30.04.2017;15:00;15:30;8;59
30.04.2017;15:30;16:00;;
30.04.2017;16:00;16:30;16;151
30.04.2017;16:30;17:00;37;589
30.04.2017;17:00;17:30;;
30.04.2017;17:30;18:00;;
30.04.2017;18:00;18:30;;
30.04.2017;18:30;19:00;;
30.04.2017;19:00;19:30;4;55
30.04.2017;19:30;20:00;6;36
30.04.2017;20:00;20:30;29;140
30.04.2017;20:30;21:00;;
30.04.2017;21:00;21:30;67;141
30.04.2017;21:30;22:00;6;283
30.04.2017;22:00;22:30;;
30.04.2017;22:30;23:00;;
30.04.2017;23:00;23:30;;
30.04.2017;23:30;0:00;;
30.04.2017;0:00;0:30;;
30.04.2017;0:30;1:00;;
30.04.2017;1:00;1:30;;
30.04.2017;1:30;2:00;;
30.04.2017;2:00;2:30;;
30.04.2017;2:30;3:00;;
30.04.2017;3:00;3:30;;
30.04.2017;3:30;4:00;;
30.04.2017;4:00;4:30;;
30.04.2017;4:30;5:00;;
30.04.2017;5:00;5:30;;
30.04.2017;5:30;6:00;;
30.04.2017;6:00;6:30;;
30.04.2017;6:30;7:00;;
30.04.2017;7:00;7:30;;
30.04.2017;7:30;8:00;6;45
30.04.2017;8:00;8:30;;
30.04.2017;8:30;9:00;3;101
30.04.2017;9:00;9:30;;
30.04.2017;9:30;10:00;;
30.04.2017;10:00;10:30;5;60
30.04.2017;10:30;11:00;302;87
30.04.2017;11:00;11:30;;
30.04.2017;11:30;12:00;;
30.04.2017;12:00;12:30;13;95
30.04.2017;12:30;13:00;;
30.04.2017;13:00;13:30;48;21
30.04.2017;13:30;14:00;3;144
30.04.2017;14:00;14:30;;
30.04.2017;14:30;15:00;;
30.04.2017;15:00;15:30;;
30.04.2017;15:30;16:00;;
30.04.2017;16:00;16:30;4;40
30.04.2017;16:30;17:00;;
30.04.2017;17:00;17:30;;
30.04.2017;17:30;18:00;;
30.04.2017;18:00;18:30;;
30.04.2017;18:30;19:00;;
30.04.2017;19:00;19:30;;
30.04.2017;19:30;20:00;;
30.04.2017;20:00;20:30;;
30.04.2017;20:30;21:00;5;44
30.04.2017;21:00;21:30;;
30.04.2017;21:30;22:00;6;129
30.04.2017;22:00;22:30;;
30.04.2017;22:30;23:00;;
30.04.2017;23:00;23:30;;
30.04.2017;23:30;0:00;;
01.05.2017;0:00;0:30;8;135
01.05.2017;0:30;1:00;;
01.05.2017;1:00;1:30;;
01.05.2017;1:30;2:00;;
01.05.2017;2:00;2:30;23;639
01.05.2017;2:30;3:00;;
01.05.2017;3:00;3:30;;
01.05.2017;3:30;4:00;18;109
01.05.2017;4:00;4:30;23;1
01.05.2017;4:30;5:00;17;39
01.05.2017;5:00;5:30;14;187
01.05.2017;5:30;6:00;19;110
01.05.2017;6:00;6:30;14;89
01.05.2017;6:30;7:00;10;161
01.05.2017;7:00;7:30;65;168
01.05.2017;7:30;8:00;9;112
01.05.2017;8:00;8:30;108;147
01.05.2017;8:30;9:00;151;152
01.05.2017;9:00;9:30;36;107
01.05.2017;9:30;10:00;55;134
01.05.2017;10:00;10:30;39;122
01.05.2017;10:30;11:00;121;119
01.05.2017;11:00;11:30;5;90
01.05.2017;11:30;12:00;66;117
01.05.2017;12:00;12:30;271;147
01.05.2017;12:30;13:00;268;152
01.05.2017;13:00;13:30;231;110
01.05.2017;13:30;14:00;180;107
01.05.2017;14:00;14:30;48;147
01.05.2017;14:30;15:00;70;142
01.05.2017;15:00;15:30;38;117
01.05.2017;15:30;16:00;219;175
01.05.2017;16:00;16:30;96;133
01.05.2017;16:30;17:00;107;134
01.05.2017;17:00;17:30;135;214
01.05.2017;17:30;18:00;171;136
01.05.2017;18:00;18:30;21;153
01.05.2017;18:30;19:00;91;124
01.05.2017;19:00;19:30;14;224
01.05.2017;19:30;20:00;13;120
01.05.2017;20:00;20:30;23;111
01.05.2017;20:30;21:00;13;113
01.05.2017;21:00;21:30;34;130
01.05.2017;21:30;22:00;38;105
01.05.2017;22:00;22:30;46;119
01.05.2017;22:30;23:00;39;198
01.05.2017;23:00;23:30;8;16
01.05.2017;23:30;0:00;13;278
01.05.2017;0:00;0:30;;
01.05.2017;0:30;1:00;;
01.05.2017;1:00;1:30;;
01.05.2017;1:30;2:00;;
01.05.2017;2:00;2:30;;
01.05.2017;2:30;3:00;;
01.05.2017;3:00;3:30;;
01.05.2017;3:30;4:00;;
01.05.2017;4:00;4:30;;
01.05.2017;4:30;5:00;;
01.05.2017;5:00;5:30;;
01.05.2017;5:30;6:00;;
01.05.2017;6:00;6:30;;
01.05.2017;6:30;7:00;;
01.05.2017;7:00;7:30;;
01.05.2017;7:30;8:00;4;36
01.05.2017;8:00;8:30;6;32
01.05.2017;8:30;9:00;;
01.05.2017;9:00;9:30;2;637
01.05.2017;9:30;10:00;19;137
01.05.2017;10:00;10:30;37;54
01.05.2017;10:30;11:00;;
01.05.2017;11:00;11:30;56;383
01.05.2017;11:30;12:00;;
01.05.2017;12:00;12:30;63;131
01.05.2017;12:30;13:00;;
01.05.2017;13:00;13:30;;
01.05.2017;13:30;14:00;;
01.05.2017;14:00;14:30;;
01.05.2017;14:30;15:00;;
01.05.2017;15:00;15:30;2;98
01.05.2017;15:30;16:00;;
01.05.2017;16:00;16:30;;
01.05.2017;16:30;17:00;;
01.05.2017;17:00;17:30;;
01.05.2017;17:30;18:00;4;18
01.05.2017;18:00;18:30;;
01.05.2017;18:30;19:00;6;151
01.05.2017;19:00;19:30;;
01.05.2017;19:30;20:00;;
01.05.2017;20:00;20:30;7;58
01.05.2017;20:30;21:00;16;53
01.05.2017;21:00;21:30;;
01.05.2017;21:30;22:00;;
01.05.2017;22:00;22:30;4;129
01.05.2017;22:30;23:00;;
01.05.2017;23:00;23:30;;
01.05.2017;23:30;0:00;;
01.05.2017;0:00;0:30;;
01.05.2017;0:30;1:00;;
01.05.2017;1:00;1:30;;
01.05.2017;1:30;2:00;;
01.05.2017;2:00;2:30;;
01.05.2017;2:30;3:00;;
01.05.2017;3:00;3:30;;
01.05.2017;3:30;4:00;;
01.05.2017;4:00;4:30;;
01.05.2017;4:30;5:00;;
01.05.2017;5:00;5:30;;
01.05.2017;5:30;6:00;;
01.05.2017;6:00;6:30;;
01.05.2017;6:30;7:00;;
01.05.2017;7:00;7:30;;
01.05.2017;7:30;8:00;;
01.05.2017;8:00;8:30;7;128
01.05.2017;8:30;9:00;390;97
01.05.2017;9:00;9:30;;
01.05.2017;9:30;10:00;49;55
01.05.2017;10:00;10:30;;
01.05.2017;10:30;11:00;;
01.05.2017;11:00;11:30;4;54
01.05.2017;11:30;12:00;29;33
01.05.2017;12:00;12:30;;
01.05.2017;12:30;13:00;;
01.05.2017;13:00;13:30;;
01.05.2017;13:30;14:00;;
01.05.2017;14:00;14:30;;
01.05.2017;14:30;15:00;107;71
01.05.2017;15:00;15:30;5;33
01.05.2017;15:30;16:00;119;104
01.05.2017;16:00;16:30;;
01.05.2017;16:30;17:00;108;94
01.05.2017;17:00;17:30;;
01.05.2017;17:30;18:00;25;65
01.05.2017;18:00;18:30;21;98
01.05.2017;18:30;19:00;;
01.05.2017;19:00;19:30;3;38
01.05.2017;19:30;20:00;12;173
01.05.2017;20:00;20:30;17;19
01.05.2017;20:30;21:00;4;53
01.05.2017;21:00;21:30;;
01.05.2017;21:30;22:00;;
01.05.2017;22:00;22:30;;
01.05.2017;22:30;23:00;;
01.05.2017;23:00;23:30;;
01.05.2017;23:30;0:00;;
02.05.2017;0:00;0:30;;
02.05.2017;0:30;1:00;7;132
02.05.2017;1:00;1:30;6;74
02.05.2017;1:30;2:00;20;196
02.05.2017;2:00;2:30;;
02.05.2017;2:30;3:00;;
02.05.2017;4:00;4:30;;
02.05.2017;4:30;5:00;;
02.05.2017;5:00;5:30;;
02.05.2017;5:30;6:00;312;110
02.05.2017;6:00;6:30;4;190
02.05.2017;6:30;7:00;10;56
02.05.2017;7:00;7:30;30;87
02.05.2017;7:30;8:00;228;82
02.05.2017;8:00;8:30;113;86
02.05.2017;8:30;9:00;61;104
02.05.2017;9:00;9:30;17;124
02.05.2017;9:30;10:00;11;103
02.05.2017;10:00;10:30;26;123
02.05.2017;10:30;11:00;32;124
02.05.2017;11:00;11:30;18;119
02.05.2017;11:30;12:00;21;88
02.05.2017;12:00;12:30;17;98
02.05.2017;12:30;13:00;27;121
02.05.2017;13:00;13:30;36;151
02.05.2017;13:30;14:00;217;145
02.05.2017;14:00;14:30;70;115
02.05.2017;14:30;15:00;13;107
02.05.2017;15:00;15:30;40;117
02.05.2017;15:30;16:00;71;150
02.05.2017;16:00;16:30;63;128
02.05.2017;16:30;17:00;10;112
02.05.2017;17:00;17:30;12;129
02.05.2017;17:30;18:00;63;134
02.05.2017;18:00;18:30;98;116
02.05.2017;18:30;19:00;166;131
02.05.2017;19:00;19:30;60;120
02.05.2017;19:30;20:00;31;137
02.05.2017;20:00;20:30;217;180
02.05.2017;20:30;21:00;256;131
02.05.2017;21:00;21:30;46;141
02.05.2017;21:30;22:00;43;150
02.05.2017;22:00;22:30;38;113
02.05.2017;22:30;23:00;132;184
02.05.2017;23:00;23:30;6;145
02.05.2017;23:30;0:00;5;314
02.05.2017;0:00;0:30;;
02.05.2017;0:30;1:00;;
02.05.2017;1:00;1:30;;
02.05.2017;1:30;2:00;;
02.05.2017;2:00;2:30;;
02.05.2017;2:30;3:00;;
02.05.2017;4:00;4:30;;
02.05.2017;4:30;5:00;;
02.05.2017;5:00;5:30;;
02.05.2017;5:30;6:00;;
02.05.2017;6:00;6:30;;
02.05.2017;6:30;7:00;;
02.05.2017;7:00;7:30;4;2
02.05.2017;7:30;8:00;;
02.05.2017;8:00;8:30;22;60
02.05.2017;8:30;9:00;12;111
02.05.2017;9:00;9:30;24;87
02.05.2017;9:30;10:00;6;153
02.05.2017;10:00;10:30;13;140
02.05.2017;10:30;11:00;2;89
02.05.2017;11:00;11:30;16;58
02.05.2017;11:30;12:00;4;159
02.05.2017;12:00;12:30;4;37
02.05.2017;12:30;13:00;;
02.05.2017;13:00;13:30;25;51
02.05.2017;13:30;14:00;27;89
02.05.2017;14:00;14:30;8;137
02.05.2017;14:30;15:00;5;73
02.05.2017;15:00;15:30;12;73
02.05.2017;15:30;16:00;25;104
02.05.2017;16:00;16:30;14;179
02.05.2017;16:30;17:00;13;195
02.05.2017;17:00;17:30;4;164
02.05.2017;17:30;18:00;22;47
02.05.2017;18:00;18:30;4;195
02.05.2017;18:30;19:00;24;103
02.05.2017;19:00;19:30;22;39
02.05.2017;19:30;20:00;7;129
02.05.2017;20:00;20:30;;
02.05.2017;20:30;21:00;;
02.05.2017;21:00;21:30;6;274
02.05.2017;21:30;22:00;4;150
02.05.2017;22:00;22:30;;
02.05.2017;22:30;23:00;;
02.05.2017;23:00;23:30;;
02.05.2017;23:30;0:00;;
02.05.2017;0:00;0:30;;
02.05.2017;0:30;1:00;;
02.05.2017;1:00;1:30;;
02.05.2017;1:30;2:00;;
02.05.2017;2:00;2:30;;
02.05.2017;2:30;3:00;;
02.05.2017;4:00;4:30;;
02.05.2017;4:30;5:00;;
02.05.2017;5:00;5:30;;
02.05.2017;5:30;6:00;;
02.05.2017;6:00;6:30;;
02.05.2017;6:30;7:00;;
02.05.2017;7:00;7:30;;
02.05.2017;7:30;8:00;;
02.05.2017;8:00;8:30;2;40
02.05.2017;8:30;9:00;68;49
02.05.2017;9:00;9:30;34;29
02.05.2017;9:30;10:00;7;58
02.05.2017;10:00;10:30;;
02.05.2017;10:30;11:00;12;26
02.05.2017;11:00;11:30;2;40
02.05.2017;11:30;12:00;;
02.05.2017;12:00;12:30;3;74
02.05.2017;12:30;13:00;30;59
02.05.2017;13:00;13:30;12;71
02.05.2017;13:30;14:00;156;93
02.05.2017;14:00;14:30;30;53
02.05.2017;14:30;15:00;19;73
02.05.2017;15:00;15:30;3;48
02.05.2017;15:30;16:00;123;64
02.05.2017;16:00;16:30;;
02.05.2017;16:30;17:00;17;30
02.05.2017;17:00;17:30;;
02.05.2017;17:30;18:00;102;34
02.05.2017;18:00;18:30;65;57
02.05.2017;18:30;19:00;502;28
02.05.2017;19:00;19:30;129;40
02.05.2017;19:30;20:00;77;48
02.05.2017;20:00;20:30;303;97
02.05.2017;20:30;21:00;;
02.05.2017;21:00;21:30;;
02.05.2017;21:30;22:00;;
02.05.2017;22:00;22:30;;
02.05.2017;22:30;23:00;;
02.05.2017;23:00;23:30;;
02.05.2017;23:30;0:00;;
03.05.2017;0:00;0:30;6;73
03.05.2017;0:30;1:00;4;85
03.05.2017;1:00;1:30;7;254
03.05.2017;1:30;2:00;5;231
03.05.2017;2:00;2:30;9;254
03.05.2017;2:30;3:00;148;192
03.05.2017;3:00;3:30;5;1
03.05.2017;3:30;4:00;6;2
03.05.2017;4:00;4:30;7;651
03.05.2017;4:30;5:00;;
03.05.2017;5:00;5:30;6;108
03.05.2017;5:30;6:00;8;15
03.05.2017;6:00;6:30;8;27
03.05.2017;6:30;7:00;15;57
03.05.2017;7:00;7:30;6;116
03.05.2017;7:30;8:00;153;69
03.05.2017;8:00;8:30;16;93
03.05.2017;8:30;9:00;7;100
03.05.2017;9:00;9:30;9;112
03.05.2017;9:30;10:00;28;118
03.05.2017;10:00;10:30;111;164
03.05.2017;10:30;11:00;99;121
03.05.2017;11:00;11:30;40;147
03.05.2017;11:30;12:00;37;131
03.05.2017;12:00;12:30;9;146
03.05.2017;12:30;13:00;5;111
03.05.2017;13:00;13:30;17;109
03.05.2017;13:30;14:00;38;125
03.05.2017;14:00;14:30;9;147
03.05.2017;14:30;15:00;6;104
03.05.2017;15:00;15:30;22;121
03.05.2017;15:30;16:00;11;144
03.05.2017;16:00;16:30;12;105
03.05.2017;16:30;17:00;28;115
03.05.2017;17:00;17:30;6;153
03.05.2017;17:30;18:00;51;123
03.05.2017;18:00;18:30;44;101
03.05.2017;18:30;19:00;49;123
03.05.2017;19:00;19:30;22;113
03.05.2017;19:30;20:00;23;148
03.05.2017;20:00;20:30;240;166
03.05.2017;20:30;21:00;472;173
03.05.2017;21:00;21:30;356;174
03.05.2017;21:30;22:00;105;153
03.05.2017;22:00;22:30;191;152
03.05.2017;22:30;23:00;5;113
03.05.2017;23:00;23:30;9;151
03.05.2017;23:30;0:00;9;219
03.05.2017;0:00;0:30;;
03.05.2017;0:30;1:00;;
03.05.2017;1:00;1:30;;
03.05.2017;1:30;2:00;;
03.05.2017;2:00;2:30;;
03.05.2017;2:30;3:00;;
03.05.2017;3:00;3:30;;
03.05.2017;3:30;4:00;;
03.05.2017;4:00;4:30;;
03.05.2017;4:30;5:00;;
03.05.2017;5:00;5:30;10;139
03.05.2017;5:30;6:00;;
03.05.2017;6:00;6:30;;
03.05.2017;6:30;7:00;;
03.05.2017;7:00;7:30;;
03.05.2017;7:30;8:00;20;393
03.05.2017;8:00;8:30;3;113
03.05.2017;8:30;9:00;12;149
03.05.2017;9:00;9:30;10;74
03.05.2017;9:30;10:00;3;111
03.05.2017;10:00;10:30;;
03.05.2017;10:30;11:00;16;43
03.05.2017;11:00;11:30;4;118
03.05.2017;11:30;12:00;10;178
03.05.2017;12:00;12:30;4;48
03.05.2017;12:30;13:00;8;246
03.05.2017;13:00;13:30;25;174
03.05.2017;13:30;14:00;23;132
03.05.2017;14:00;14:30;8;114
03.05.2017;14:30;15:00;5;110
03.05.2017;15:00;15:30;3;265
03.05.2017;15:30;16:00;30;77
03.05.2017;16:00;16:30;6;460
03.05.2017;16:30;17:00;;
03.05.2017;17:00;17:30;7;39
03.05.2017;17:30;18:00;;
03.05.2017;18:00;18:30;17;86
03.05.2017;18:30;19:00;;
03.05.2017;19:00;19:30;6;33
03.05.2017;19:30;20:00;;
03.05.2017;20:00;20:30;;
03.05.2017;20:30;21:00;22;183
03.05.2017;21:00;21:30;;
03.05.2017;21:30;22:00;;
03.05.2017;22:00;22:30;;
03.05.2017;22:30;23:00;;
03.05.2017;23:00;23:30;;
03.05.2017;23:30;0:00;;
03.05.2017;0:00;0:30;;
03.05.2017;0:30;1:00;;
03.05.2017;1:00;1:30;;
03.05.2017;1:30;2:00;;
03.05.2017;2:00;2:30;;
03.05.2017;2:30;3:00;;
03.05.2017;3:00;3:30;;
03.05.2017;3:30;4:00;;
03.05.2017;4:00;4:30;;
03.05.2017;4:30;5:00;;
03.05.2017;5:00;5:30;;
03.05.2017;5:30;6:00;;
03.05.2017;6:00;6:30;;
03.05.2017;6:30;7:00;;
03.05.2017;7:00;7:30;;
03.05.2017;7:30;8:00;;
03.05.2017;8:00;8:30;;
03.05.2017;8:30;9:00;12;72
03.05.2017;9:00;9:30;1;34
03.05.2017;9:30;10:00;3;50
03.05.2017;10:00;10:30;;
03.05.2017;10:30;11:00;134;25
03.05.2017;11:00;11:30;;
03.05.2017;11:30;12:00;72;28
03.05.2017;12:00;12:30;3;21
03.05.2017;12:30;13:00;;
03.05.2017;13:00;13:30;;
03.05.2017;13:30;14:00;7;103
03.05.2017;14:00;14:30;;
03.05.2017;14:30;15:00;;
03.05.2017;15:00;15:30;5;170
03.05.2017;15:30;16:00;15;124
03.05.2017;16:00;16:30;5;89
03.05.2017;16:30;17:00;;
03.05.2017;17:00;17:30;;
03.05.2017;17:30;18:00;17;24
03.05.2017;18:00;18:30;11;31
03.05.2017;18:30;19:00;22;38
03.05.2017;19:00;19:30;9;125
03.05.2017;19:30;20:00;;
03.05.2017;20:00;20:30;;
03.05.2017;20:30;21:00;;
03.05.2017;21:00;21:30;;
03.05.2017;21:30;22:00;;
03.05.2017;22:00;22:30;;
03.05.2017;22:30;23:00;;
03.05.2017;23:00;23:30;;
03.05.2017;23:30;0:00;;
04.05.2017;0:00;0:30;7;47
04.05.2017;0:30;1:00;;
04.05.2017;1:00;1:30;8;159
04.05.2017;1:30;2:00;;
04.05.2017;2:00;2:30;;
04.05.2017;2:30;3:00;;
04.05.2017;3:00;3:30;;
04.05.2017;3:30;4:00;;
04.05.2017;4:00;4:30;;
04.05.2017;4:30;5:00;12;83
04.05.2017;5:00;5:30;8;74
04.05.2017;5:30;6:00;;
04.05.2017;6:00;6:30;6;58
04.05.2017;6:30;7:00;29;86
04.05.2017;7:00;7:30;31;90
04.05.2017;7:30;8:00;84;59
04.05.2017;8:00;8:30;21;101
04.05.2017;8:30;9:00;6;98
04.05.2017;9:00;9:30;4;109
04.05.2017;9:30;10:00;12;126
04.05.2017;10:00;10:30;6;155
04.05.2017;10:30;11:00;9;130
04.05.2017;11:00;11:30;11;135
04.05.2017;11:30;12:00;11;108
04.05.2017;12:00;12:30;11;121
04.05.2017;12:30;13:00;28;117
04.05.2017;13:00;13:30;6;94
04.05.2017;13:30;14:00;6;112
04.05.2017;14:00;14:30;6;111
04.05.2017;14:30;15:00;6;130
04.05.2017;15:00;15:30;29;126
04.05.2017;15:30;16:00;15;116
04.05.2017;16:00;16:30;17;145
04.05.2017;16:30;17:00;13;141
04.05.2017;17:00;17:30;125;129
